,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords
1518,Lego Batman 3: Beyond Gotham,Vita,2014.0,Action,Warner Bros. Interactive Entertainment,0.05,0.19,0.0,0.07,0.3,,,7.7,12.0,TT Games,E10+,"Batman,Lego Batman 3,Beyond Gotham,Lego Batman 3: Beyond Gotham"
1519,Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,53.0,32.0,5.5,26.0,Ubisoft,T,"Tom Clancy's,Tom Clancy's Splinter Cell 3D"
1520,Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011.0,Role-Playing,Atlus,0.13,0.03,0.11,0.03,0.3,,,,,,,"Persona,Shin Megami Tensei: Persona 2: Innocent Sin,Shin Megami Tensei,Innocent Sin,Persona 2"
1521,F1 2013,Xbox 360,2013.0,Racing,Codemasters,0.01,0.27,0.0,0.02,0.3,79.0,29.0,6.6,33.0,Codemasters,E,"F1,F1 2013"
1522,PowerUp Heroes,Xbox 360,2011.0,Fighting,Ubisoft,0.18,0.09,0.0,0.03,0.3,61.0,13.0,7.5,10.0,Ubisoft,E10+,PowerUp Heroes
1523,Madden NFL 13,Vita,2012.0,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.3,63.0,6.0,7.3,38.0,EA Tiburon,E,"Madden,Madden NFL,Madden NFL 13"
1524,Dynasty Warriors 8: Xtreme Legends,PS4,2014.0,Action,Tecmo Koei,0.09,0.11,0.06,0.04,0.3,,,,,,,"Xtreme Legends,Dynasty Warriors 8,Dynasty Warriors 8: Xtreme Legends"
1525,Silent Hill: Shattered Memories,PSP,2010.0,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,73.0,28.0,7.5,43.0,"Climax Group, Climax Studios",M,"Shattered Memories,Silent Hill,Silent Hill: Shattered Memories"
1526,Squinkies,DS,2011.0,Misc,Activision,0.26,0.02,0.0,0.02,0.3,,,tbd,,Human Soft,E,Squinkies
1527,Rapala Pro Bass Fishing 2010,Wii,2010.0,Sports,Activision,0.22,0.05,0.0,0.03,0.3,,,tbd,,FUN Labs,E,"Rapala Pro Bass Fishing,Rapala Pro Bass Fishing 2010"
1528,Lego Star Wars: The Force Awakens,Xbox One,2016.0,Action,Warner Bros. Interactive Entertainment,0.14,0.13,0.0,0.02,0.3,76.0,11.0,7,18.0,TT Games,E10+,"Lego Star Wars,The Force Awakens,Star Wars,Lego Star Wars: The Force Awakens"
1529,Little Deviants,Vita,2011.0,Platform,Sony Computer Entertainment,0.14,0.12,0.0,0.04,0.3,57.0,62.0,5.5,53.0,Bigbig Studios,E10+,Little Deviants
1530,Radiant Historia,DS,2010.0,Role-Playing,Atlus,0.19,0.0,0.09,0.01,0.29,85.0,30.0,9,81.0,Atlus,E10+,Radiant Historia
1531,Sorcery,PS3,2012.0,Action,Sony Computer Entertainment,0.14,0.11,0.0,0.05,0.29,70.0,52.0,7.3,57.0,The Workshop,E10+,Sorcery
1532,Imagine: Makeup Artist,DS,2020.0,Simulation,Ubisoft,0.27,0.0,0.0,0.02,0.29,,,tbd,,Ubisoft,E,"Makeup Artist,Imagine: Makeup Artist,Imagine"
1533,Batman: The Brave and the Bold the Videogame,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0.0,0.02,0.29,74.0,14.0,8,8.0,WayForward,E10+,"Batman,Batman: The Brave and the Bold the Videogame,The Brave and the Bold the Videogame"
1534,Phineas and Ferb Ride Again,DS,2010.0,Action,Disney Interactive Studios,0.24,0.03,0.0,0.02,0.29,,,tbd,,Altron,E,Phineas and Ferb Ride Again
1535,Def Jam Rapstar,Xbox 360,2010.0,Misc,Konami Digital Entertainment,0.25,0.02,0.0,0.02,0.29,74.0,36.0,5.4,9.0,"Terminal Reality, 4mm Games",T,Def Jam Rapstar
1536,MySims SkyHeroes,Wii,2010.0,Action,Electronic Arts,0.16,0.1,0.0,0.03,0.29,67.0,9.0,5.2,5.0,Electronic Arts,E10+,"Sims,MySims SkyHeroes"
1537,Disney Infinity,3DS,2013.0,Action,Disney Interactive Studios,0.17,0.1,0.0,0.02,0.29,,,,,,,Disney Infinity
1538,The LEGO Movie Videogame,Vita,2014.0,Action,Warner Bros. Interactive Entertainment,0.04,0.19,0.0,0.07,0.29,,,5.6,14.0,TT Games,E10+,The LEGO Movie Videogame
1539,Invizimals: Shadow Zone,PSP,2010.0,Strategy,Sony Computer Entertainment,0.05,0.16,0.0,0.08,0.29,,,9,4.0,Novarama,E10+,"Shadow Zone,Invizimals: Shadow Zone,Invizimals"
1540,Rabbids: Alive & Kicking,Xbox 360,2011.0,Misc,Ubisoft,0.15,0.11,0.0,0.03,0.29,,,,,,,"Rabbids,Alive & Kicking,Rabbids: Alive & Kicking"
1541,Modnation Racers: Road Trip,Vita,2012.0,Racing,Sony Computer Entertainment,0.15,0.09,0.0,0.04,0.29,62.0,51.0,6.4,69.0,SCEA,E,"Modnation Racers: Road Trip,Modnation Racers,Road Trip"
1542,ExerBeat,Wii,2010.0,Sports,Namco Bandai Games,0.1,0.16,0.0,0.03,0.29,60.0,9.0,7.6,5.0,Namco Bandai Games,E,ExerBeat
1543,Front Mission Evolved,PS3,2010.0,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,58.0,42.0,6,30.0,Double Helix Games,T,Front Mission Evolved
1544,Ultimate Marvel vs. Capcom 3,Vita,2011.0,Fighting,Capcom,0.17,0.08,0.0,0.04,0.29,80.0,48.0,7.7,93.0,Capcom,T,"Marvel,Ultimate Marvel vs. Capcom 3,Ultimate Marvel vs. Capcom"
1545,NieR,Xbox 360,2010.0,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,67.0,60.0,8.3,126.0,Cavia Inc.,M,NieR
1546,Deadpool,PS4,2015.0,Action,Activision,0.14,0.11,0.0,0.05,0.29,60.0,11.0,5.7,68.0,High Moon Studios,M,Deadpool
1547,TouchMaster: Connect,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.16,0.0,0.03,0.29,,,tbd,,DoubleTap Games,E,"TouchMaster,Connect,TouchMaster: Connect"
1548,Resident Evil: Revelations 2,PS3,2015.0,Action,Capcom,0.06,0.05,0.16,0.02,0.29,,,6.8,48.0,Capcom,M,"Resident Evil: Revelations 2,Revelations 2,Resident Evil: Revelations,Resident Evil"
1549,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,Vita,2013.0,Fighting,Marvelous Entertainment,0.08,0.02,0.16,0.03,0.29,,,,,,,"Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,Sh?jo-tachi no Sh?mei,Senran Kagura Shinovi Versus"
1550,Borderlands: The Pre-Sequel,Windows,2014.0,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.02,0.29,75.0,55.0,6.2,703.0,2K Australia,M,"The Pre-Sequel,Borderlands,Borderlands: The Pre-Sequel"
1551,Starhawk,PS3,2012.0,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77.0,71.0,7.8,188.0,LightBox Interactive,T,Starhawk
1552,FIFA Soccer 13,3DS,2012.0,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29,68.0,4.0,3.7,16.0,Electronic Arts,E,"FIFA Soccer,FIFA Soccer 13"
1553,Ace Combat: Joint Assault,PSP,2010.0,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,71.0,30.0,7.2,12.0,Project Aces,T,"Ace Combat: Joint Assault,Ace Combat,Joint Assault"
1554,Shrek: Forever After,Wii,2010.0,Platform,Activision,0.18,0.09,0.0,0.03,0.29,,,tbd,,Xpec,E10+,"Forever After,Shrek,Shrek: Forever After"
1555,Karaoke Revolution Glee: Volume 3,Wii,2011.0,Misc,Konami Digital Entertainment,0.23,0.04,0.0,0.02,0.29,,,tbd,,Hijinx Studios,T,"Volume 3,Karaoke Revolution Glee: Volume,Karaoke Revolution Glee,Karaoke Revolution Glee: Volume 3"
1556,Sonic Boom: Shattered Crystal,3DS,2014.0,Action,Sega,0.17,0.09,0.0,0.03,0.29,47.0,21.0,6.3,160.0,Sanzaru Games,E,"Sonic Boom: Shattered Crystal,Shattered Crystal,Sonic,Sonic Boom"
1557,Call of Juarez: The Cartel,PS3,2011.0,Shooter,Ubisoft,0.12,0.12,0.0,0.05,0.29,45.0,42.0,5.5,74.0,Techland,M,"Call of Juarez: The Cartel,The Cartel,Call of Juarez"
1558,Sesame Street: Cookie's Counting Carnival,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.27,0.0,0.0,0.02,0.29,,,tbd,,Black Lantern Studios,EC,"Cookie's Counting Carnival,Sesame Street,Sesame Street: Cookie's Counting Carnival"
1559,Angry Birds Star Wars,PS3,2013.0,Strategy,Activision,0.1,0.14,0.0,0.05,0.29,49.0,6.0,3.6,23.0,Exient Entertainment,E,"Angry Birds Star Wars,Star Wars"
1560,Metal Gear Solid V: Ground Zeroes,Xbox One,2014.0,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.29,76.0,13.0,5.4,348.0,Kojima Productions,M,"Metal Gear Solid V: Ground Zeroes,Metal Gear Solid V,MGS,Ground Zeroes"
1561,James Bond 007: Legends,Xbox 360,2012.0,Shooter,Activision,0.13,0.13,0.0,0.03,0.29,,,,,,,"James Bond 007,Legends,James Bond 007: Legends"
1562,Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80.0,43.0,8.1,173.0,Nippon Ichi Software,T,"Alliance of Vengeance,Disgaea 5: Alliance of Vengeance,Disgaea 5"
1563,Sengoku Basara: Samurai Heroes,Wii,2010.0,Action,Capcom,0.06,0.01,0.2,0.01,0.29,65.0,18.0,8.8,13.0,Capcom,T,"Sengoku Basara: Samurai Heroes,Samurai Heroes,Sengoku Basara"
1564,Sonic & All-Stars Racing Transformed,3DS,2012.0,Racing,Sega,0.12,0.14,0.0,0.02,0.29,,,,,,,"Sonic & All-Stars Racing Transformed,Sonic"
1565,Majin and the Forsaken Kingdom,PS3,2010.0,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72.0,49.0,7.9,35.0,Game Republic,T,Majin and the Forsaken Kingdom
1566,Assassin's Creed IV: Black Flag,Wii U,2013.0,Action,Ubisoft,0.17,0.09,0.0,0.03,0.29,86.0,5.0,7.7,207.0,Ubisoft,M,"Assassin's Creed IV,Assassin's Creed,Black Flag,Assassin's Creed IV: Black Flag"
1567,Battlefield: Hardline,Xbox 360,2015.0,Shooter,Electronic Arts,0.17,0.09,0.0,0.03,0.28,,,4.1,65.0,Visceral Games,M,"Battlefield,Battlefield: Hardline,Hardline"
1568,Hatsune Miku: Project Diva f,PS3,2013.0,Misc,Sega,0.08,0.0,0.19,0.02,0.28,73.0,10.0,8.4,108.0,Sega,T,"Hatsune Miku,Project Diva f,Hatsune Miku: Project Diva f"
1569,Divinity: Original Sin,PS4,2015.0,Role-Playing,Focus Home Interactive,0.1,0.12,0.02,0.04,0.28,,,,,,,"Original Sin,Divinity,Divinity: Original Sin"
1570,LEGO The Lord of the Rings,Vita,2012.0,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0.0,0.06,0.28,54.0,8.0,5.6,35.0,TT Games,E10+,LEGO The Lord of the Rings
1571,Fable: The Journey,Xbox 360,2012.0,Role-Playing,Microsoft Game Studios,0.18,0.08,0.0,0.02,0.28,61.0,70.0,4.8,80.0,Lionhead Studios,T,"Fable: The Journey,The Journey,Fable"
1572,Junior Brain Trainer 2,DS,2010.0,Misc,GSP,0.04,0.2,0.0,0.03,0.28,,,tbd,,Sanuk Games,E,"Junior Brain Trainer 2,Junior Brain Trainer"
1573,Operation Flashpoint: Red River,Xbox 360,2011.0,Shooter,Codemasters,0.1,0.14,0.01,0.03,0.28,69.0,64.0,6.1,29.0,Codemasters,M,"Operation Flashpoint,Operation Flashpoint: Red River,Red River"
1574,Transformers: Dark of the Moon,Xbox 360,2011.0,Action,Activision,0.13,0.12,0.0,0.03,0.28,59.0,53.0,6.7,30.0,High Moon Studios,T,"Transformers,Dark of the Moon,Transformers: Dark of the Moon"
1575,Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,0.26,0.0,0.0,0.02,0.28,,,,,,,"Sesame Street,Sesame Street: Elmo's A-to-Zoo Adventure,Elmo's A-to-Zoo Adventure"
1576,Kung Zhu,DS,2010.0,Action,Activision,0.26,0.0,0.0,0.02,0.28,,,,,,,Kung Zhu
1577,Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010.0,Platform,D3Publisher,0.17,0.09,0.0,0.02,0.28,,,tbd,,Papaya Studios,E10+,"Cosmic Destruction,Ben 10 Ultimate Alien: Cosmic Destruction,Ben 10 Ultimate Alien"
1578,Dead to Rights: Retribution,PS3,2010.0,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,60.0,44.0,5.9,27.0,Volatile Games,M,"Retribution,Dead to Rights: Retribution,Dead to Rights"
1579,Payday 2,PS4,2015.0,Shooter,505 Games,0.1,0.14,0.0,0.05,0.28,,,,,,,"Payday 2,Payday"
1580,El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,78.0,46.0,7.5,40.0,Ignition Entertainment,T,"Ascension of the Metatron,El Shaddai,El Shaddai: Ascension of the Metatron"
1581,Tony Hawk: Shred,PS3,2010.0,Sports,Activision,0.18,0.06,0.0,0.04,0.28,56.0,5.0,6.7,6.0,Robomodo,E,"Tony Hawk,Shred,Tony Hawk: Shred"
1582,Disney Channel: All Star Party,Wii,2010.0,Misc,Disney Interactive Studios,0.18,0.08,0.0,0.02,0.28,,,tbd,,Disney Interactive Studios,E,"All Star Party,Disney Channel: All Star Party,Disney Channel"
1583,Alien: Isolation,Xbox 360,2014.0,Shooter,Sega,0.15,0.1,0.0,0.02,0.28,,,8.2,113.0,Creative Assembly,M,"Alien: Isolation,Alien,Isolation"
1584,Batman: The Brave and the Bold the Videogame,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.2,0.05,0.0,0.02,0.28,,,,,,,"Batman,Batman: The Brave and the Bold the Videogame,The Brave and the Bold the Videogame"
1585,Moshi Monsters: Moshlings Theme Park,3DS,2012.0,Misc,Activision,0.13,0.13,0.0,0.03,0.28,,,tbd,,Black Lantern Studios,E,"Moshi Monsters,Moshi Monsters: Moshlings Theme Park,Moshlings Theme Park"
1586,Cabela's Big Game Hunter 2012,Xbox 360,2011.0,Sports,Activision,0.24,0.02,0.0,0.02,0.28,,,tbd,,Activision,T,"Cabela's Big Game Hunter,Cabela's Big Game Hunter 2012"
1587,Sniper Elite 3,PS3,2014.0,Shooter,505 Games,0.1,0.13,0.0,0.05,0.28,,,6.4,18.0,Rebellion,M,"Sniper Elite,Sniper Elite 3"
1588,NES Remix,Wii U,2014.0,Action,Nintendo,0.17,0.0,0.08,0.02,0.28,71.0,34.0,7.1,133.0,Indies Zero,E,NES Remix
1589,Skylanders: Trap Team,3DS,2014.0,Action,Activision,0.16,0.1,0.0,0.02,0.28,,,3.4,5.0,Toys for Bob,E10+,"Trap Team,Skylanders,Skylanders: Trap Team"
1590,Monopoly Streets,Xbox 360,2010.0,Misc,Electronic Arts,0.16,0.09,0.0,0.02,0.28,66.0,18.0,6.6,16.0,Electronic Arts,E,Monopoly Streets
1591,Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,Sony Computer Entertainment,0.13,0.11,0.0,0.04,0.28,61.0,41.0,6.5,17.0,Zindagi Games,E10+,"Deadmund's Quest,Medieval Moves: Deadmund's Quest,Medieval Moves"
1592,Thief (2014),Xbox 360,2014.0,Action,Square Enix,0.14,0.11,0.0,0.02,0.28,,,,,,,"Thief,Thief (2014)"
1593,Attack on Titan (KOEI),PS4,2016.0,Action,Tecmo Koei,0.04,0.11,0.11,0.03,0.28,,,,,,,Attack on Titan (KOEI)
1594,Rugby World Cup 2011,Xbox 360,2011.0,Sports,505 Games,0.03,0.21,0.0,0.04,0.28,55.0,14.0,3.9,13.0,HB Studios Multimedia,E,"Rugby World Cup 2011,Rugby World Cup"
1595,The Smurfs: Dance Party,Wii,2011.0,Misc,Ubisoft,0.21,0.04,0.0,0.02,0.28,,,tbd,,Land Ho!,E,"The Smurfs: Dance Party,The Smurfs,Dance Party"
1596,Angry Birds Star Wars,Xbox 360,2013.0,Strategy,Activision,0.16,0.1,0.0,0.02,0.28,59.0,3.0,5.6,25.0,Exient Entertainment,E,"Angry Birds Star Wars,Star Wars"
1597,One Piece: Unlimited World Red,PS3,2014.0,Action,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71.0,28.0,7.3,46.0,Ganbarion,T,"Unlimited World Red,One Piece,One Piece: Unlimited World Red"
1598,Wappy Dog,DS,2011.0,Simulation,Activision,0.26,0.0,0.0,0.02,0.28,,,tbd,,Sega Toys,E,Wappy Dog
1599,Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58.0,27.0,6.7,100.0,Visceral Games,M,"Army of Two: The Devil's Cartel,Army of Two,The Devil's Cartel"
1600,Patapon 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74.0,41.0,7.2,35.0,SCE Japan Studio,E,"Patapon 3,Patapon"
1601,NBA 2K12,PSP,2011.0,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03,0.27,,,5,7.0,Visual Concepts,E,"NBA,NBA 2K12"
1602,GRID 2,Xbox 360,2013.0,Racing,Codemasters,0.08,0.16,0.0,0.03,0.27,78.0,51.0,5.8,156.0,Codemasters,E,"GRID,GRID 2"
1603,Need for Speed: The Run,Wii,2011.0,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64.0,6.0,3.6,21.0,Firebrand Games,E10+,"Need for Speed,Need for Speed: The Run,The Run"
1604,Need for Speed: Most Wanted,Wii U,2013.0,Racing,Electronic Arts,0.13,0.12,0.0,0.02,0.27,,,,,,,"Need for Speed,Need for Speed: Most Wanted,Most Wanted"
1605,The Evil Within,Windows,2014.0,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,18.0,5.9,721.0,Tango Gameworks,M,The Evil Within
1606,Mass Effect Trilogy,Windows,2012.0,Action,Electronic Arts,0.09,0.16,0.0,0.02,0.27,,,8,60.0,BioWare,M,Mass Effect Trilogy
1607,Dead Rising 2: Off the Record,Xbox 360,2011.0,Action,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,48.0,7.5,60.0,Capcom Vancouver,M,"Dead Rising 2,Off the Record,Dead Rising 2: Off the Record"
1608,Guitar Hero Live,PS3,2015.0,Misc,Activision,0.11,0.12,0.0,0.04,0.27,,,5.1,22.0,"Activision, FreeStyleGames",T,"Guitar Hero Live,Guitar Hero"
1609,Hot Wheels: Track Attack,DS,2010.0,Racing,THQ,0.17,0.08,0.0,0.02,0.27,,,tbd,,Firebrand Games,E,"Track Attack,Hot Wheels: Track Attack,Hot Wheels"
1610,Iron Man 2,Xbox 360,2010.0,Action,Sega,0.15,0.09,0.0,0.03,0.27,41.0,35.0,5.9,54.0,Sega Studios San Francisco,T,"Iron Man,Iron Man 2"
1611,iCarly 2: iJoin The Click!,DS,2010.0,Adventure,Activision,0.25,0.0,0.0,0.02,0.27,,,tbd,,Big Blue Bubble Inc.,E,"iCarly 2: iJoin The Click!,iJoin The Click!,iCarly 2"
1612,EyePet,PSP,2010.0,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.09,0.27,57.0,19.0,tbd,,SCEE London Studio,E,EyePet
1613,Remington Super Slam Hunting: Africa,Wii,2010.0,Sports,Mastiff,0.25,0.0,0.0,0.02,0.27,,,tbd,,Mastiff,T,"Africa,Remington Super Slam Hunting: Africa,Remington Super Slam Hunting"
1614,F1 Race Stars,Xbox 360,2012.0,Racing,Codemasters,0.07,0.17,0.0,0.02,0.27,64.0,33.0,5.7,22.0,Codemasters,E,F1 Race Stars
1615,Sing Party,Wii U,2012.0,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27,60.0,21.0,5.4,18.0,FreeStyleGames,E10+,Sing Party
1616,Sherlock Holmes: Crimes & Punishments,PS4,2014.0,Adventure,Focus Home Interactive,0.09,0.14,0.0,0.04,0.27,,,,,,,"Sherlock Holmes: Crimes & Punishments,Crimes & Punishments,Sherlock Holmes"
1617,Rory McIlroy PGA Tour,Xbox One,2015.0,Action,Electronic Arts,0.16,0.09,0.0,0.02,0.27,60.0,26.0,4.3,77.0,EA Tiburon,E,Rory McIlroy PGA Tour
1618,LEGO The Hobbit,Xbox One,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,20.0,6.8,36.0,TT Games,E10+,LEGO The Hobbit
1619,Lightning Returns: Final Fantasy XIII,Xbox 360,2013.0,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,21.0,6.6,222.0,Square Enix,T,"Lightning Returns: Final Fantasy XIII,Lightning Returns,Final Fantasy,Final Fantasy XIII"
1620,Rhythm Thief & the Emperor's Treasure,3DS,2012.0,Misc,Sega,0.07,0.07,0.12,0.01,0.27,,,,,,,Rhythm Thief & the Emperor's Treasure
1621,NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,3.7,15.0,Eutechnyx,E,"The Game,NASCAR 2011: The Game,NASCAR 2011"
1622,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,Next Level Games,T,"Transformers: Cybertron Adventures,Cybertron Adventures,Transformers"
1623,Monopoly,DS,2010.0,Misc,Electronic Arts,0.15,0.09,0.0,0.02,0.27,,,tbd,,,,Monopoly
1624,NHL 2K11,Wii,2010.0,Sports,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,62.0,12.0,5.8,4.0,Visual Concepts,E10+,NHL 2K11
1625,Rapala Pro Bass Fishing 2010,PS3,2010.0,Sports,Activision,0.18,0.05,0.0,0.03,0.27,,,8.5,4.0,FUN Labs,E,"Rapala Pro Bass Fishing,Rapala Pro Bass Fishing 2010"
1626,Wipeout 2,Xbox 360,2011.0,Misc,Activision,0.25,0.0,0.0,0.02,0.27,,,tbd,,Endemol,E10+,"Wipeout 2,Wipeout"
1627,Mass Effect 3,Wii U,2012.0,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.27,,,,,,,"Mass Effect,Mass Effect 3"
1628,Batman: Arkham Origins Blackgate,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7.0,6.8,38.0,Armature Studio,T,"Batman,Arkham Origins Blackgate,Batman: Arkham Origins Blackgate"
1629,Shadows of the Damned,PS3,2011.0,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,56.0,8.1,124.0,Grasshopper Manufacture,M,Shadows of the Damned
1630,R.U.S.E.,Windows,2010.0,Strategy,Ubisoft,0.04,0.19,0.0,0.04,0.27,76.0,33.0,8.1,176.0,Eugen Systems,T,R.U.S.E.
1631,LEGO Marvel's Avengers,PS3,2016.0,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.04,0.27,,,5.5,8.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers"
1632,Despicable Me: The Game,Wii,2010.0,Platform,D3Publisher,0.16,0.08,0.0,0.02,0.27,,,,,,,"The Game,Despicable Me: The Game,Despicable Me"
1633,Scooby-Doo! and the Spooky Swamp,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27,,,,,,,Scooby-Doo! and the Spooky Swamp
1634,Beyblade: Metal Masters,DS,2010.0,Action,Konami Digital Entertainment,0.14,0.09,0.0,0.03,0.27,65.0,4.0,tbd,,Amble,E,"Beyblade,Metal Masters,Beyblade: Metal Masters"
1635,Ultimate NES Remix,3DS,2014.0,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16.0,7.6,32.0,Indies Zero,E,Ultimate NES Remix
1636,I Spy: Spooky Mansion,Wii,2010.0,Puzzle,Storm City Games,0.25,0.0,0.0,0.02,0.27,,,tbd,,Gusto Games,E,"I Spy: Spooky Mansion,I Spy,Spooky Mansion"
1637,Tropico 4,Windows,2011.0,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78.0,46.0,7.7,359.0,Haemimont,T,"Tropico 4,Tropico"
1638,Just Dance Kids 2,Wii,2011.0,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.27,,,tbd,,Ubisoft,E,"Just Dance Kids,Just Dance Kids 2"
1639,Pinkalicious,DS,2011.0,Misc,GameMill Entertainment,0.25,0.0,0.0,0.02,0.27,,,tbd,,"GameMill Publishing, 1st Playable Productions",E,Pinkalicious
1640,R.U.S.E.,Xbox 360,2010.0,Strategy,Ubisoft,0.12,0.11,0.0,0.02,0.27,78.0,45.0,7,38.0,Eugen Systems,T,R.U.S.E.
1641,Dragon Age Origins: Awakening,PS3,2010.0,Role-Playing,Spike,0.24,0.0,0.0,0.02,0.27,,,,,,,"Dragon Age Origins: Awakening,Awakening,Dragon Age Origins"
1642,MotionSports: Adrenaline,Xbox 360,2011.0,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,41.0,8.0,7.4,7.0,Ubisoft Vancouver,E,"MotionSports,Adrenaline,MotionSports: Adrenaline"
1643,Call of Juarez: The Cartel,Xbox 360,2011.0,Shooter,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,62.0,5.7,109.0,Techland,M,"Call of Juarez: The Cartel,The Cartel,Call of Juarez"
1644,Sesame Street: Cookie's Counting Carnival,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.02,0.26,,,,,,,"Cookie's Counting Carnival,Sesame Street,Sesame Street: Cookie's Counting Carnival"
1645,Family Guy: Back to the Multiverse,PS3,2012.0,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,Heavy Iron Studios,M,"Family Guy,Back to the Multiverse,Family Guy: Back to the Multiverse"
1646,Plants vs. Zombies,Xbox 360,2010.0,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,89.0,27.0,8.2,160.0,PopCap,E10+,Plants vs. Zombies
1647,Megamind: The Blue Defender,DS,2010.0,Adventure,THQ,0.19,0.06,0.0,0.02,0.26,,,,,,,"The Blue Defender,Megamind: The Blue Defender,Megamind"
1648,Batman: Return to Arkham,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0.0,0.04,0.26,73.0,28.0,8.5,79.0,"Rocksteady Studios, Virtuos",T,"Batman,Batman: Return to Arkham,Return to Arkham"
1649,America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,Indies Zero,E,"Let's Get Cooking,America's Test Kitchen: Let's Get Cooking,America's Test Kitchen"
1650,Battle of Giants: Mutant Insects,DS,2010.0,Strategy,Ubisoft,0.09,0.14,0.0,0.03,0.26,,,tbd,,Ubisoft,E10+,"Mutant Insects,Battle of Giants: Mutant Insects,Battle of Giants"
1651,Angry Birds Star Wars,Wii,2013.0,Strategy,Activision,0.15,0.09,0.0,0.02,0.26,,,2.8,5.0,Exient Entertainment,E,"Angry Birds Star Wars,Star Wars"
